Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
55,Female,66.2,1.69,165,149,60,0.51,306.7,Yoga,36.1,2.5,3,2,23.18
57,Male,63.8,1.72,160,126,54,1.12,410.9,Strength,19.7,2.8,6,3,21.57
37,Female,63.3,1.6,178,107,65,0.85,270.5,Yoga,33.2,2.6,3,1,24.73
52,Male,87.8,1.9,167,142,57,0.78,463.7,Yoga,22.9,3.6,3,1,24.32
65,Male,82.6,1.9,155,111,69,0.9,235.5,Yoga,24.9,3.4,2,1,22.88
42,Male,68.4,1.81,178,109,58,1.01,272.3,Strength,17.9,2.6,6,3,20.88
52,Male,78.6,1.79,171,138,74,0.98,521.5,Yoga,27.3,3.5,2,2,24.53
42,Female,48.1,1.45,181,165,54,0.54,390.4,Strength,30.3,2.6,6,2,22.88
46,Male,63.9,1.75,174,146,53,1.05,608.9,Strength,18.6,3.3,5,3,20.87
35,Female,71.2,1.7,185,110,67,0.93,298.6,HIIT,32.9,2.7,2,1,24.64
63,Female,79.1,1.62,159,123,72,0.95,398.8,Yoga,35.8,2.7,2,2,30.14
35,Female,64.7,1.67,186,171,86,0.61,441.6,Yoga,28.9,2.8,2,1,23.2
19,Female,89.0,1.73,200,121,71,1.18,404.0,Strength,41.2,3.3,4,2,29.74
52,Male,105.7,1.82,170,128,75,0.95,492.9,Yoga,30.3,4.0,2,1,31.91
33,Male,63.3,1.73,187,145,77,1.18,716.0,Yoga,21.3,3.0,1,1,21.15
58,Female,77.7,1.78,162,131,80,1.3,608.9,Yoga,29.4,3.6,1,2,24.52
53,Female,80.6,1.59,168,146,60,0.76,421.0,Strength,44.3,3.8,6,3,31.88
50,Male,63.2,1.62,169,154,56,0.32,204.4,Strength,22.2,2.5,5,3,24.08
21,Female,66.2,1.64,199,118,61,0.86,315.2,Strength,29.4,2.8,4,2,24.61
50,Male,47.2,1.59,171,153,57,0.37,216.1,Strength,17.2,1.5,6,2,18.67
31,Female,66.2,1.71,191,174,80,0.4,294.5,Yoga,27.9,2.3,1,2,22.64
38,Male,78.2,1.72,184,117,64,1.01,385.3,Strength,23.8,3.1,4,2,26.43
65,Female,82.4,1.58,156,138,60,0.61,312.4,Yoga,47.0,3.5,4,2,33.01
37,Female,61.0,1.6,175,150,51,0.6,358.9,Strength,28.5,2.5,5,3,23.83
25,Male,59.9,1.79,196,116,65,0.92,329.2,Strength,16.2,2.6,4,3,18.69
24,Female,49.5,1.59,197,116,67,0.89,344.6,Yoga,26.9,1.9,2,1,19.58
20,Female,64.8,1.63,202,147,63,1.26,698.0,Strength,26.1,2.8,4,2,24.39
34,Male,92.7,1.8,183,162,63,0.42,353.4,HIIT,24.5,3.7,5,3,28.61
50,Female,70.2,1.62,164,113,57,0.9,322.2,Strength,41.7,3.0,6,3,26.75
65,Male,80.0,1.75,157,101,54,0.84,137.5,Strength,24.0,3.0,5,3,26.12
29,Male,93.2,1.79,187,162,59,1.0,857.4,HIIT,23.5,4.1,5,3,29.09
39,Female,55.6,1.59,185,148,85,1.64,979.5,Yoga,25.7,2.3,1,1,21.99
39,Female,60.6,1.57,179,113,73,1.01,367.4,Strength,30.6,2.5,2,2,24.59
63,Female,64.0,1.68,154,138,59,1.02,554.2,Yoga,30.6,3.3,1,1,22.68
47,Female,68.9,1.71,174,101,60,0.94,263.4,Strength,28.9,2.7,6,2,23.56
55,Female,62.1,1.72,167,113,67,1.0,378.0,Strength,28.4,2.4,3,3,20.99
55,Female,59.6,1.6,167,113,58,1.07,409.3,Strength,34.1,2.7,6,3,23.28
62,Female,68.9,1.68,160,138,72,0.69,368.1,Yoga,29.9,3.4,2,1,24.41
25,Male,71.9,1.76,193,178,61,0.48,457.4,Strength,18.2,3.3,4,2,23.21
44,Female,64.4,1.64,171,105,64,0.97,301.5,Strength,26.2,2.7,5,3,23.94
44,Male,75.8,1.71,175,105,56,1.04,258.6,Yoga,25.9,3.2,3,2,25.92
51,Female,73.8,1.6,166,143,72,0.51,277.9,Yoga,37.4,3.3,2,1,28.83
38,Female,81.1,1.67,183,125,72,0.93,374.3,Cardio,35.6,3.3,1,2,29.08
47,Male,86.1,1.78,176,139,61,1.14,657.8,Strength,27.2,3.6,5,3,27.17
50,Female,50.8,1.59,171,114,62,1.11,443.5,Strength,31.3,2.2,6,2,20.09
45,Female,60.2,1.61,175,137,72,1.31,687.4,Yoga,34.7,3.1,1,2,23.22
64,Male,79.7,1.84,155,142,75,0.55,295.2,Yoga,19.6,3.4,2,2,23.54
50,Female,53.3,1.55,173,155,75,1.14,750.1,Yoga,32.9,2.7,2,1,22.19
22,Female,65.8,1.6,193,172,62,0.39,278.7,Strength,32.3,2.5,6,3,25.7
65,Female,51.5,1.65,151,104,71,1.07,374.6,Yoga,22.0,1.9,3,2,18.92
36,Male,89.0,1.71,189,139,55,1.21,746.7,Strength,31.4,3.3,6,3,30.44
21,Female,84.9,1.72,195,172,68,0.85,577.1,HIIT,35.9,3.5,4,2,28.7
52,Female,67.8,1.61,170,115,76,1.02,384.8,Yoga,32.9,3.0,1,2,26.16
34,Female,59.9,1.57,188,161,65,0.69,460.6,Yoga,34.0,2.7,3,2,24.3
61,Female,85.2,1.72,153,137,59,0.64,317.7,Strength,39.0,3.2,5,3,28.8
45,Male,78.7,1.71,170,113,66,1.0,326.4,Strength,25.8,3.0,4,2,26.91
47,Male,83.0,1.71,177,159,66,0.42,314.6,Cardio,27.1,3.3,3,1,28.38
46,Female,62.2,1.6,171,103,65,0.96,292.0,Yoga,35.7,2.9,1,1,24.3
63,Female,72.0,1.53,154,110,68,1.08,377.2,Yoga,36.6,2.7,2,1,30.76
23,Male,76.9,1.64,195,172,61,0.38,349.1,Strength,24.7,3.1,5,3,28.59
52,Male,80.5,1.75,165,124,53,1.16,476.6,Strength,30.9,3.2,6,3,26.29
58,Female,77.7,1.64,164,108,76,1.11,356.1,Yoga,36.4,3.1,1,1,28.89
54,Male,77.1,1.83,162,144,65,0.72,414.9,Strength,16.6,3.0,4,2,23.02
41,Female,52.9,1.61,173,110,71,1.15,414.6,Strength,28.4,2.4,4,2,20.41
46,Male,82.1,1.79,177,118,77,0.84,317.9,HIIT,25.3,3.1,2,1,25.62
63,Male,76.1,1.77,154,130,71,1.07,450.2,Yoga,19.8,3.4,2,1,24.29
48,Male,76.3,1.79,170,153,57,0.5,336.4,Strength,20.2,3.3,5,2,23.81
52,Male,88.1,1.75,170,121,50,0.93,377.0,Strength,25.5,3.7,6,3,28.77
50,Female,78.6,1.77,170,121,57,1.37,539.9,HIIT,32.8,3.2,5,3,25.09
38,Male,68.4,1.64,185,163,66,0.86,661.9,Yoga,20.8,3.1,2,1,25.43
49,Male,78.2,1.83,174,154,72,0.64,438.0,Yoga,23.4,3.4,2,1,23.35
40,Female,76.0,1.66,179,111,62,0.85,275.5,Strength,34.4,3.0,4,3,27.58
50,Male,92.3,1.85,173,112,68,0.89,304.1,Yoga,19.7,3.7,2,1,26.97
20,Male,82.5,1.73,201,132,71,1.08,628.0,HIIT,27.4,3.3,3,2,27.57
35,Female,59.7,1.62,183,114,66,1.25,459.4,Yoga,24.3,2.5,1,2,22.75
42,Male,91.1,1.77,179,108,68,1.06,344.7,Cardio,24.3,3.4,2,1,29.08
59,Female,76.3,1.57,157,136,55,0.91,458.6,Strength,44.8,3.7,5,3,30.95
48,Female,74.7,1.65,175,102,56,0.92,255.0,Strength,35.6,2.9,6,3,27.44
20,Female,64.1,1.72,202,107,54,0.98,292.8,Cardio,22.8,2.5,6,3,21.67
57,Female,59.1,1.65,163,147,56,0.44,265.6,Strength,29.0,2.2,6,3,21.71
63,Male,71.8,1.76,151,96,67,1.05,105.9,Yoga,15.1,2.9,3,2,23.18
41,Female,56.2,1.58,182,135,60,1.39,715.7,Strength,30.7,2.3,5,3,22.51
49,Male,78.6,1.8,172,147,69,0.83,516.4,Yoga,20.2,3.3,3,2,24.26
64,Male,96.4,1.9,156,133,62,0.92,462.7,Yoga,22.6,4.3,2,1,26.7
39,Male,88.3,1.86,180,146,76,0.8,535.8,Yoga,20.9,3.8,1,2,25.52
40,Male,77.2,1.75,178,135,59,1.46,782.1,Strength,17.9,3.0,6,3,25.21
19,Male,78.4,1.82,200,123,55,0.91,447.0,Strength,18.6,3.3,5,3,23.67
44,Male,84.8,1.87,178,142,64,1.01,615.2,Strength,22.7,3.8,6,3,24.25
59,Male,89.4,1.81,159,124,71,1.06,440.9,Yoga,29.0,3.8,3,2,27.29
19,Male,55.3,1.78,200,176,65,0.5,452.5,HIIT,14.0,2.6,4,3,17.45
43,Male,80.1,1.81,177,119,70,0.88,343.6,Yoga,23.3,2.8,2,2,24.45
34,Male,76.3,1.73,186,149,83,1.3,880.3,Yoga,21.6,3.3,1,1,25.49
57,Female,75.1,1.66,161,117,73,1.01,386.0,Yoga,33.5,3.4,2,1,27.25
50,Female,55.7,1.63,169,151,66,0.57,357.9,Yoga,27.3,2.4,4,1,20.96
26,Female,57.3,1.66,195,153,74,0.85,520.6,Yoga,28.0,2.5,1,1,20.79
60,Male,80.4,1.74,157,114,77,1.01,299.9,Strength,27.7,3.3,4,2,26.56
65,Female,46.2,1.61,155,125,72,1.28,632.8,Yoga,24.4,2.3,2,2,17.82
56,Female,75.6,1.61,170,140,65,0.65,343.0,Yoga,40.8,3.2,3,2,29.17
46,Female,64.8,1.6,174,120,69,1.05,428.9,Yoga,39.4,2.3,2,1,25.31
59,Male,87.6,1.71,158,127,71,0.74,324.1,Yoga,30.7,3.3,2,1,29.96
43,Male,67.1,1.8,174,146,67,0.78,466.2,Yoga,16.0,2.9,2,1,20.71
52,Male,72.0,1.77,164,150,54,0.64,398.0,Strength,27.1,3.2,5,2,22.98
42,Male,50.3,1.72,183,103,56,0.99,162.0,Strength,14.9,2.4,4,2,17.0
41,Female,62.0,1.69,182,120,70,0.93,379.6,Strength,29.3,2.5,4,2,21.71
30,Female,61.8,1.61,186,164,58,0.49,332.7,Strength,34.2,2.3,6,3,23.84
24,Female,45.1,1.6,197,171,67,0.81,605.7,Strength,22.5,2.3,4,2,17.62
53,Female,57.0,1.57,171,158,57,0.59,397.5,Strength,31.6,2.3,6,3,23.12
62,Male,55.0,1.77,158,98,58,1.01,74.7,Strength,12.1,2.2,5,3,17.56
37,Male,77.3,1.81,182,142,74,1.35,820.7,Strength,25.2,3.7,3,3,23.6
18,Male,104.0,1.91,209,168,54,0.81,789.2,Strength,32.8,4.2,6,2,28.51
25,Female,67.2,1.66,189,165,75,0.69,462.6,Yoga,35.7,2.6,2,2,24.39
63,Male,103.7,1.85,165,135,67,0.59,321.4,Strength,31.8,4.2,3,2,30.3
33,Male,71.5,1.62,187,170,62,0.54,462.4,Strength,24.2,3.1,5,3,27.24
31,Female,79.5,1.65,193,177,68,0.3,219.4,Strength,44.4,3.2,4,3,29.2
29,Female,55.9,1.6,187,139,59,0.85,449.1,Strength,31.8,2.5,6,3,21.84
40,Male,70.4,1.8,178,134,66,0.92,466.7,HIIT,22.7,2.9,2,1,21.73
32,Male,90.9,1.88,185,156,69,0.91,717.0,Yoga,28.4,3.9,1,1,25.72
45,Male,54.2,1.69,175,135,66,0.9,410.1,Strength,19.3,2.4,1,2,18.98
51,Male,86.6,1.82,170,157,53,0.55,401.3,Yoga,23.9,3.8,3,2,26.14
19,Male,72.4,1.76,204,152,67,0.99,729.2,Yoga,22.3,2.7,4,2,23.37
49,Male,100.9,1.86,166,151,72,0.49,353.8,Yoga,23.5,3.8,1,1,29.17
40,Female,68.0,1.59,180,138,67,1.19,608.9,Yoga,37.6,3.0,3,3,26.9
39,Female,85.8,1.74,184,115,58,0.98,324.3,Yoga,35.2,3.4,5,3,28.34
42,Female,50.5,1.52,181,161,67,0.44,304.9,Yoga,31.9,1.8,3,2,21.86
39,Male,92.3,1.81,180,117,72,0.84,351.8,Cardio,22.1,3.5,3,2,28.17
39,Female,81.4,1.66,180,165,66,0.5,329.8,Cardio,38.0,3.3,3,2,29.54
59,Male,72.1,1.72,161,129,78,1.31,539.6,Yoga,21.1,3.1,2,1,24.37
23,Male,68.6,1.77,198,130,64,1.07,551.1,Strength,22.6,2.8,3,2,21.9
32,Female,64.3,1.71,192,144,61,1.22,669.0,Strength,29.1,3.2,6,3,21.99
60,Male,90.3,1.77,156,139,59,0.53,292.2,Cardio,29.9,3.6,3,3,28.82
54,Male,106.2,1.77,164,103,62,0.92,265.3,Yoga,28.9,4.1,2,1,33.9
50,Female,43.1,1.43,166,151,86,0.87,566.2,Yoga,26.8,2.2,2,1,21.08
25,Female,58.7,1.68,196,151,65,1.28,762.9,Strength,29.3,2.6,5,3,20.8
61,Female,72.8,1.62,162,145,56,0.47,268.0,Yoga,38.6,2.9,4,1,27.74
61,Male,75.6,1.86,155,110,73,1.0,244.2,Yoga,10.6,2.6,1,1,21.85
22,Female,76.4,1.65,198,146,74,1.19,629.1,Cardio,36.3,3.0,1,1,28.06
56,Female,67.7,1.61,167,103,69,1.05,320.0,Yoga,32.3,2.7,3,2,26.12
21,Male,72.2,1.72,201,145,64,0.89,593.5,Strength,22.8,3.0,5,2,24.41
23,Female,74.4,1.69,199,154,60,0.89,520.4,Yoga,32.0,2.9,3,1,26.05
62,Female,70.3,1.65,154,126,67,0.9,408.5,Yoga,32.8,2.7,1,2,25.82
49,Female,64.2,1.64,173,111,73,0.96,340.8,Yoga,34.0,2.8,2,1,23.87
47,Male,62.8,1.85,172,117,61,1.05,327.1,Strength,18.3,2.9,4,3,18.35
64,Male,77.8,1.76,159,108,47,0.75,167.8,Strength,21.7,2.7,5,3,25.12
52,Male,97.2,1.8,169,150,72,0.81,561.9,Yoga,26.7,4.1,2,1,30.0
57,Male,60.5,1.79,161,141,70,0.98,483.3,Strength,16.1,2.4,4,2,18.88
33,Female,52.7,1.58,188,158,57,0.84,554.6,Strength,30.4,2.5,5,3,21.11
30,Male,82.4,1.78,192,173,60,0.3,277.0,Strength,25.2,3.5,5,3,26.01
59,Male,78.1,1.78,159,134,76,0.88,417.3,Yoga,28.9,3.5,1,1,24.65
47,Female,78.5,1.74,173,104,67,1.02,287.7,Yoga,34.6,2.9,2,1,25.93
36,Female,58.6,1.63,180,143,58,0.75,417.4,Strength,29.8,2.4,5,3,22.06
34,Female,89.5,1.77,188,106,51,1.02,266.4,Strength,36.6,3.4,6,3,28.57
36,Male,87.2,1.88,184,166,55,0.36,308.2,Yoga,21.0,3.2,5,2,24.67
45,Male,91.2,1.84,178,116,66,1.01,393.1,Yoga,23.0,3.2,4,1,26.94
43,Male,78.5,1.75,179,122,73,1.05,433.7,Yoga,23.3,3.2,1,2,25.63
54,Female,76.9,1.75,165,103,59,0.93,266.0,Yoga,33.7,3.2,3,2,25.11
43,Female,61.7,1.52,174,145,67,0.73,417.0,Yoga,39.0,2.7,1,1,26.71
40,Male,89.8,1.89,177,133,67,1.09,603.3,Yoga,26.6,4.0,3,2,25.14
26,Female,51.4,1.59,192,118,78,0.95,378.7,Yoga,26.4,2.1,2,2,20.33
29,Female,69.8,1.57,194,162,72,0.68,442.5,Cardio,40.4,3.2,2,2,28.32
18,Female,72.7,1.63,197,159,56,0.68,417.9,Strength,37.8,2.8,5,3,27.36
18,Male,55.5,1.8,199,169,61,0.88,743.6,Strength,15.7,2.7,6,2,17.13
64,Female,59.7,1.64,159,131,69,0.85,431.2,Yoga,30.9,2.5,2,2,22.2
51,Female,75.7,1.64,173,131,64,1.24,576.0,Strength,35.5,3.0,5,3,28.15
49,Male,59.3,1.81,168,134,65,1.3,584.4,Yoga,15.5,2.6,1,1,18.1
65,Male,82.3,1.72,152,121,80,0.93,326.6,Yoga,24.1,3.1,2,1,27.82
42,Female,68.6,1.69,182,164,77,0.49,332.9,Strength,35.9,2.7,1,1,24.02
57,Female,86.4,1.72,163,132,88,1.02,467.1,Yoga,40.5,3.4,1,2,29.2
62,Male,75.0,1.75,155,109,53,1.43,329.7,Cardio,18.6,2.9,6,2,24.49
18,Male,65.8,1.73,205,150,59,1.16,814.9,Yoga,24.4,2.9,2,1,21.99
33,Female,73.1,1.69,189,124,81,1.15,466.0,Yoga,27.3,3.1,1,1,25.59
56,Female,62.4,1.6,166,105,52,1.13,369.7,Strength,25.9,2.6,6,3,24.37
22,Female,54.1,1.58,195,147,60,1.26,725.1,HIIT,32.4,2.4,6,2,21.67
39,Female,85.7,1.63,182,166,81,0.71,467.3,Cardio,44.1,3.4,2,1,32.26
46,Male,67.6,1.79,178,101,59,0.84,154.0,Strength,21.3,2.5,6,3,21.1
20,Female,46.8,1.66,202,174,75,1.02,774.9,HIIT,22.1,2.4,2,1,16.98
29,Female,78.8,1.62,194,131,76,0.97,422.5,Cardio,40.5,3.3,2,1,30.03
43,Male,74.4,1.82,181,160,70,0.78,581.2,Yoga,22.8,3.2,3,2,22.46
33,Female,56.4,1.55,188,123,77,0.95,407.6,Yoga,28.9,2.3,1,1,23.48
54,Male,76.2,1.81,164,124,59,0.91,357.5,Strength,23.4,3.1,4,3,23.26
39,Female,62.8,1.67,184,120,84,1.06,428.9,Yoga,27.9,2.4,2,1,22.52
46,Female,56.6,1.61,171,137,74,0.95,505.7,Yoga,29.4,2.1,1,1,21.84
31,Male,75.1,1.89,188,145,60,1.08,697.9,Strength,14.1,3.0,6,3,21.02
45,Male,73.2,1.72,177,105,60,0.95,226.5,Strength,26.0,2.8,5,3,24.74
22,Female,59.1,1.6,188,159,80,0.95,611.2,Yoga,30.6,2.6,2,1,23.09
64,Female,71.9,1.63,157,135,62,0.79,403.6,Strength,37.2,3.3,6,3,27.06
47,Female,68.7,1.62,174,106,58,0.76,237.6,Strength,36.3,3.1,6,3,26.18
63,Male,68.1,1.79,154,116,58,1.02,276.7,Strength,20.8,2.5,6,3,21.25
22,Female,64.5,1.61,199,157,59,0.57,353.9,Strength,35.0,2.6,6,3,24.88
29,Male,65.8,1.69,192,170,62,0.55,468.4,Strength,19.9,2.8,6,3,23.04
33,Male,62.2,1.72,187,140,67,0.96,536.1,Yoga,20.4,2.2,2,1,21.02
43,Female,64.7,1.55,181,118,69,0.94,369.1,Strength,31.6,2.6,4,2,26.93
43,Male,84.2,1.87,180,138,61,1.55,889.8,Strength,25.7,3.5,3,3,24.08
65,Female,60.6,1.62,157,143,65,0.56,326.9,Strength,33.1,2.7,6,3,23.09
38,Female,60.0,1.67,179,161,59,0.38,255.2,Strength,33.2,2.2,6,2,21.51
56,Female,56.9,1.65,164,138,63,0.92,504.9,Yoga,28.1,2.6,3,1,20.9
53,Female,89.9,1.69,171,157,76,0.43,261.3,Yoga,45.6,3.7,2,2,31.48
50,Female,64.9,1.59,169,137,74,1.36,709.3,Yoga,33.9,2.9,1,1,25.67
47,Male,63.3,1.75,178,142,57,0.74,399.0,Strength,22.1,3.0,5,3,20.67
54,Male,75.5,1.72,168,152,50,0.4,257.7,Strength,24.4,2.6,5,2,25.52
40,Female,67.8,1.55,185,157,67,0.64,405.7,Cardio,41.8,2.8,1,2,28.22
27,Female,65.8,1.62,190,165,73,0.84,567.0,Yoga,31.5,3.3,2,2,25.07
22,Male,77.9,1.63,198,114,51,1.09,435.7,Strength,28.2,3.1,5,3,29.32
53,Male,56.5,1.72,167,142,63,0.86,432.1,Strength,13.5,2.6,3,1,19.1
51,Male,54.9,1.77,171,142,71,0.74,372.7,Yoga,12.0,2.5,1,1,17.52
48,Male,71.7,1.68,170,150,62,0.32,202.4,Strength,22.8,3.1,4,2,25.4
27,Female,64.4,1.59,188,141,78,1.07,560.3,Strength,35.4,2.5,2,1,25.47
36,Female,43.5,1.6,185,148,68,0.95,585.2,Yoga,26.4,2.0,1,1,16.99
49,Male,69.1,1.76,170,148,58,0.64,386.7,Strength,19.5,3.0,5,2,22.31
18,Female,56.4,1.64,201,154,71,1.12,685.4,Yoga,32.1,2.1,2,1,20.97
22,Male,68.6,1.87,196,164,65,0.85,701.7,Strength,15.6,3.0,3,2,19.62
62,Female,53.7,1.6,158,120,83,0.97,432.2,Yoga,27.8,2.1,2,1,20.98
21,Male,79.6,1.73,196,171,75,0.86,793.9,Yoga,23.6,3.2,2,1,26.6
33,Female,50.3,1.55,186,151,67,0.91,563.9,Strength,27.0,2.7,3,3,20.94
41,Male,61.6,1.71,177,104,54,1.23,255.6,Strength,22.0,2.4,6,3,21.07
33,Male,54.4,1.7,185,162,69,0.45,330.8,Strength,20.2,2.4,3,2,18.82
19,Female,74.1,1.6,202,161,77,0.96,600.8,Cardio,37.6,3.2,2,1,28.95
45,Male,75.2,1.7,177,158,68,0.84,607.8,Yoga,23.4,3.6,3,1,26.02
49,Female,46.3,1.65,170,152,53,0.44,286.2,Strength,28.7,1.9,6,3,17.01
44,Female,58.7,1.67,179,144,70,0.72,411.3,Yoga,29.6,2.7,1,1,21.05
37,Male,87.3,1.82,180,154,73,0.87,648.2,Strength,24.1,3.6,3,3,26.36
41,Female,80.8,1.67,174,134,62,1.14,528.9,Cardio,37.9,2.9,3,2,28.97
29,Female,75.6,1.66,187,169,83,0.51,349.4,Yoga,35.2,2.7,2,1,27.44
52,Female,61.0,1.62,165,138,70,0.9,483.4,Yoga,31.4,2.5,1,2,23.24
50,Female,48.3,1.65,166,146,66,1.17,712.9,Strength,23.3,2.7,4,2,17.74
50,Female,73.2,1.63,176,116,65,1.0,371.8,Strength,35.5,3.0,4,3,27.55
60,Male,74.3,1.78,155,101,54,0.89,144.1,Strength,19.2,3.1,5,3,23.45
54,Female,66.5,1.64,169,102,61,1.04,310.3,Strength,30.2,2.6,3,2,24.72
29,Female,58.9,1.57,191,171,62,0.73,531.5,Yoga,31.1,2.2,3,2,23.9
20,Female,52.5,1.63,201,174,74,1.08,809.4,Yoga,24.6,3.0,1,1,19.76
18,Female,70.2,1.65,199,116,61,0.95,326.1,Strength,34.6,3.0,6,3,25.79
50,Female,68.9,1.65,171,128,66,1.2,547.9,Yoga,36.2,3.0,4,2,25.31
57,Male,78.8,1.85,160,126,57,1.32,540.7,Strength,20.1,3.5,5,3,23.02
27,Female,62.8,1.55,196,148,81,1.3,742.9,Yoga,34.0,2.7,1,1,26.14
60,Male,72.6,1.92,163,129,66,1.48,607.4,Yoga,14.9,3.2,3,2,19.69
61,Male,64.1,1.65,159,148,63,0.57,316.5,HIIT,19.1,2.6,4,2,23.54
46,Male,80.6,1.81,174,109,54,1.23,360.1,Yoga,22.7,3.1,5,3,24.6
30,Male,53.3,1.7,191,163,81,0.87,652.3,Yoga,11.6,2.2,2,1,18.44
29,Female,65.4,1.64,192,110,64,1.13,367.5,Strength,33.7,2.6,4,2,24.32
48,Male,91.6,1.84,175,128,55,1.11,544.2,Strength,24.2,4.2,5,3,27.06
63,Male,72.6,1.76,160,139,70,1.1,541.4,Yoga,25.2,3.1,1,1,23.44
19,Female,57.8,1.54,201,189,81,0.47,392.4,Yoga,27.4,2.2,2,1,24.37
52,Female,71.2,1.64,167,106,55,1.15,360.4,Strength,35.3,3.0,5,3,26.47
40,Female,58.5,1.59,182,150,61,0.93,563.5,HIIT,33.9,3.3,5,2,23.14
34,Male,74.3,1.78,186,151,64,0.81,558.5,Yoga,20.6,3.0,3,2,23.45
43,Female,61.0,1.73,177,127,53,1.5,685.5,Strength,30.3,2.6,6,3,20.38
25,Female,65.8,1.64,197,146,64,1.2,661.3,Strength,31.3,2.9,4,2,24.46
46,Male,66.6,1.69,177,107,65,1.14,267.6,Yoga,21.2,2.9,3,2,23.32
43,Female,74.1,1.68,178,164,73,0.54,362.1,Yoga,34.9,2.9,2,1,26.25
27,Female,82.0,1.76,191,155,57,0.74,430.4,Strength,29.7,3.3,6,3,26.47
43,Female,68.1,1.58,182,135,56,1.26,624.3,Strength,41.5,3.0,5,2,27.28
51,Female,62.6,1.66,174,114,62,1.0,379.2,Yoga,34.0,2.5,3,2,22.72
58,Male,52.1,1.75,159,123,58,1.11,336.9,Strength,12.1,2.3,6,2,17.01
24,Female,65.9,1.56,193,110,68,1.02,325.3,Strength,39.7,2.7,4,2,27.08
21,Female,70.8,1.65,197,138,65,1.28,622.7,Yoga,33.1,3.1,2,2,26.01
62,Male,71.4,1.79,161,149,81,0.3,174.6,Yoga,18.0,2.8,1,1,22.28
28,Female,80.1,1.74,198,166,47,0.88,577.8,Yoga,33.7,3.1,3,2,26.46
46,Male,67.9,1.87,172,132,74,1.35,627.3,Yoga,16.9,2.8,2,1,19.42
53,Female,71.1,1.59,168,143,76,1.02,563.0,Yoga,31.9,3.4,1,1,28.12
42,Male,69.0,1.72,176,101,62,0.88,175.0,Strength,21.9,2.9,3,3,23.32
38,Male,65.4,1.74,187,166,61,0.4,315.3,Yoga,24.3,2.5,2,1,21.6
53,Male,76.4,1.85,169,148,73,0.83,509.1,Yoga,24.2,3.0,2,2,22.32
27,Male,70.1,1.72,191,145,58,1.06,682.1,Strength,22.0,3.1,6,3,23.7
54,Female,61.1,1.58,160,143,60,0.62,354.1,Yoga,30.5,2.8,3,2,24.48
26,Male,85.3,1.86,197,160,69,0.74,610.8,Yoga,21.9,3.6,2,1,24.66
41,Female,60.4,1.62,177,108,61,0.96,320.8,Strength,35.8,2.4,5,3,23.01
52,Male,79.8,1.78,171,150,66,0.4,257.6,Yoga,25.3,3.2,3,2,25.19
52,Male,79.5,1.8,169,153,64,0.4,268.1,Yoga,23.6,3.0,2,1,24.54
65,Male,72.8,1.81,149,126,59,0.78,288.1,Strength,18.3,3.3,6,3,22.22
53,Female,66.5,1.75,165,138,68,0.58,306.4,Yoga,27.1,3.2,1,1,21.71
35,Male,80.6,1.74,184,113,69,0.85,306.7,Yoga,27.1,3.1,1,2,26.62
56,Female,74.3,1.68,162,137,58,0.81,413.8,Strength,33.6,3.4,5,3,26.33
49,Female,61.7,1.58,171,109,66,1.15,398.7,Yoga,35.5,2.5,3,1,24.72
41,Female,82.1,1.72,180,157,56,0.57,347.2,Cardio,31.4,3.5,6,3,27.75
40,Female,41.3,1.53,185,171,70,0.62,478.5,Yoga,21.5,1.9,2,1,17.64
49,Female,69.8,1.76,172,111,72,0.82,282.8,Yoga,34.8,3.1,2,1,22.53
54,Female,57.7,1.68,170,148,69,0.59,359.5,Yoga,18.3,2.4,1,1,20.44
29,Female,98.1,1.74,190,173,62,0.5,335.0,Yoga,42.1,3.7,6,3,32.4
30,Female,63.2,1.53,193,136,51,1.37,680.8,Cardio,40.3,2.7,5,3,27.0
40,Female,65.2,1.64,179,120,72,1.06,425.4,Yoga,38.0,2.7,1,1,24.24
42,Male,89.3,1.81,175,159,65,0.37,289.2,Yoga,23.2,3.5,1,1,27.26
52,Male,85.0,1.73,165,151,61,0.61,407.5,Strength,23.3,3.4,5,3,28.4
58,Male,85.9,1.74,154,141,64,0.49,275.7,Cardio,29.6,3.4,3,2,28.37
47,Male,91.8,1.82,176,140,67,1.36,819.1,Yoga,28.7,3.8,2,1,27.71
34,Male,76.4,1.8,182,140,69,1.08,643.7,Cardio,16.6,3.0,3,1,23.58
37,Female,59.7,1.62,187,132,48,0.89,431.7,Strength,29.6,2.5,6,3,22.75
65,Female,52.1,1.57,154,128,67,0.93,467.7,Cardio,22.8,2.5,4,2,21.14
42,Female,63.1,1.55,173,114,71,1.05,387.2,Strength,36.1,3.0,4,2,26.26
39,Female,66.0,1.66,178,155,66,0.61,380.2,Strength,31.4,2.9,4,2,23.95
30,Female,64.2,1.67,191,136,55,1.07,529.8,Strength,31.0,2.8,5,3,23.02
36,Female,66.8,1.71,178,122,66,1.07,435.5,HIIT,23.4,2.7,1,1,22.84
53,Female,75.7,1.6,169,146,71,0.83,467.2,Yoga,31.0,3.2,3,2,29.57
